2329	139
gene	Description	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139
11	*	0.472048	1.438759	0.075051	0.140800	0.585324	0.250943	0.097828	0.150437	0.640996	0.261165	0.274523	0.142197	2.090213	0.421189	0.289798	0.358780	0.532741	0.346614	4.277775	0.522524	0.450513	1.084338	0.476647	0.746205	2.194352	1.019075	1.251578	0.218548	0.281520	0.314228	0.330651	0.753304	0.781039	2.366686	1.920718	0.122177	0.084972	0.091180	0.228734	0.110746	0.885473	0.109459	2.658390	0.101144	0.137262	0.109229	0.989207	1.252813	0.295395	3.384306	0.249329	0.341391	0.393159	0.221656	3.000465	0.389163	0.149251	0.181174	0.394178	0.192149	0.390777	0.496266	2.085098	0.908796	0.365181	0.289856	0.173589	0.244833	0.346308	0.061873	0.720232	0.148970	0.039125	0.059370	0.889422	0.137550	0.082091	0.080871	0.064721	0.650422	0.060262	0.077721	0.000000	0.921458	0.104812	0.299722	0.231517	0.082046	0.586769	0.167625	0.546789	0.264146	0.226930	3.390180	0.252143	0.116440	0.198733	0.122562	0.038517	0.124900	3.855868	0.177719	0.069972	0.589602	0.142456	0.321801	0.109404	0.096181	0.149352	0.088937	0.189951	0.255159	0.180369	2.943643	0.081575	2.280033	0.126430	0.327097	0.258914	0.370621	0.243059	0.162176	0.199669	1.926142	0.239656	0.174745	0.573033	0.158122	0.019719	0.426499	1.865748	0.207403	0.294589	0.185368	0.146031	0.670597	0.269123	0.075193	0.097238
12	*	0.336172	3.460515	0.047412	0.499672	0.677567	0.179650	0.114901	0.157972	0.697427	0.246272	1.471459	0.966839	0.945615	0.133305	0.172336	0.328095	0.264058	2.614003	2.116618	0.529511	0.425346	0.733040	0.239591	0.297174	5.961880	1.965842	0.351210	0.130502	0.257648	0.102707	0.105932	0.708053	0.285634	0.360718	0.380696	0.229005	0.554651	0.183176	0.385615	0.025827	0.979691	0.268333	1.651505	0.117657	0.558510	0.212982	0.339721	1.614849	0.779271	2.090955	0.403369	0.186205	0.103225	0.516621	2.364501	0.785360	0.502616	0.127017	0.291054	0.211185	0.380427	0.731092	0.361503	1.169037	0.226135	2.039680	0.074390	0.268683	0.348156	0.224909	0.331567	0.129911	0.049891	0.134037	1.254417	0.077448	0.542233	0.061529	0.131209	0.898918	0.064365	0.042636	0.032180	1.499072	0.116902	0.088726	0.205136	0.080655	1.216096	0.071483	0.240589	0.375384	0.154816	0.422556	0.281294	0.020881	0.494997	0.068235	0.062906	0.093981	4.122935	0.347270	0.116551	0.439665	0.235934	0.190429	0.078374	0.568147	0.083212	0.088450	0.168669	0.247494	0.054933	2.573422	0.596327	1.358070	0.098441	0.217567	0.536727	1.072671	0.121705	1.103196	0.097209	1.512957	0.625170	0.178577	0.686698	0.271966	0.076851	0.377708	0.564000	0.124084	0.124348	0.130084	0.114793	1.287965	0.229841	0.055039	0.052018
13	*	0.451868	1.450531	0.073373	0.204215	0.957640	0.219513	0.123987	0.157130	0.875418	0.238373	0.295908	0.129214	2.098427	0.206375	0.151701	0.351502	0.209119	0.419489	4.064194	0.648111	0.480444	2.413844	0.460812	0.775565	1.221812	1.226976	0.905917	0.229333	0.694689	0.218883	0.216793	0.836882	0.821398	1.647828	1.467213	0.192641	0.215496	0.116242	0.242541	0.058933	0.850253	0.332283	2.317164	0.331753	0.104217	0.094385	0.727119	1.632586	1.043059	4.127170	0.362801	0.202360	0.488874	0.154664	3.347426	0.413047	0.269910	0.196110	0.467249	0.322124	0.374261	0.336608	1.470589	1.067463	0.333555	0.531394	0.142695	0.483028	0.296046	0.059564	0.579611	0.144322	0.043531	0.100312	0.918495	0.146108	0.079532	0.072627	0.049416	0.475537	0.198624	0.082725	0.084523	1.274539	0.041498	0.201308	0.158602	0.094799	0.567503	0.099753	0.484998	0.642233	0.212609	2.469098	0.239834	0.072327	0.621985	0.153092	0.085498	0.103467	3.223448	0.075207	0.058789	0.362532	0.070018	0.126900	0.074795	0.175753	0.217844	0.250454	0.146021	0.321305	0.145878	4.300217	0.046700	2.117004	0.170198	0.228445	0.158097	0.294195	0.082924	0.244648	0.259552	1.878134	0.265073	0.194764	0.680440	0.173102	0.099221	0.512314	1.030058	0.209108	0.138954	0.164843	0.157152	0.641494	0.255458	0.039987	0.096882
14	*	0.611272	2.772246	0.167218	0.385922	0.610280	0.155266	0.408399	0.168259	0.129295	0.533716	1.594088	1.735527	1.078595	1.334849	0.591515	2.458819	0.491466	2.746059	0.647433	0.142636	1.637484	0.190845	1.391597	0.379209	2.871384	0.475102	0.525980	0.227314	1.654823	0.909019	0.164034	0.837975	3.129473	0.216938	0.655280	1.037711	1.129824	0.821754	2.282454	0.127570	0.653665	0.543946	0.843765	0.397896	3.053177	0.151721	0.352322	2.103693	0.660040	0.966778	0.454580	0.288031	0.318651	2.594093	1.705755	1.780916	0.179717	0.117336	0.387326	0.232273	0.673128	1.219260	0.613335	0.250030	1.942171	1.256102	0.231577	1.246203	0.705870	0.224718	0.161660	0.184541	0.042214	0.084706	0.739710	0.251525	2.197495	0.070576	0.193916	0.710538	0.056828	0.143043	0.098339	2.534103	0.046783	0.107360	0.071652	0.054951	0.406830	0.056007	0.099924	1.090914	0.034660	0.405419	0.038666	0.026218	0.102671	0.020905	0.064918	0.176156	0.000000	0.133511	0.092155	0.433959	0.762183	0.068205	0.014982	0.120710	0.053961	0.237861	0.181074	0.007422	0.191083	0.911522	0.182839	1.202515	0.028763	0.161593	0.144495	0.979813	0.348225	2.689750	0.091240	0.000000	0.444935	0.276257	0.385580	0.227795	0.703006	0.174724	0.658730	0.285184	0.256955	0.339232	0.107733	1.600499	0.335864	0.074941	0.127553
15	*	0.385015	1.912730	0.114354	0.309385	0.600888	0.342564	0.254597	0.188172	0.583138	0.339971	0.332612	0.222240	1.042320	0.390110	0.328131	0.623456	0.444569	0.305785	3.511600	0.596923	1.017877	0.944107	0.660361	0.815438	2.035800	0.875197	1.679169	0.227126	0.804295	0.557458	0.263323	1.364530	0.699763	1.177455	2.693959	0.203673	0.286567	0.326792	0.254687	0.113835	0.376747	0.344573	1.063344	0.516019	0.249157	0.181861	1.456495	1.881578	0.566654	3.008688	0.587633	0.390803	0.454787	0.201973	4.093630	0.630614	0.160786	0.103649	0.372258	0.214723	0.183068	0.858334	2.364334	1.450293	0.294792	0.466467	0.154354	0.293537	0.185754	0.077589	0.753232	0.251155	0.033098	0.074415	0.901957	0.192843	0.117431	0.178234	0.215995	1.069975	0.078784	0.140721	0.221363	0.767073	0.261938	0.186185	0.309183	0.115154	0.410137	0.096529	0.231501	0.475190	0.115194	3.833501	0.218595	0.097890	0.830506	0.134990	0.140895	0.251541	2.110914	0.081988	0.129256	0.410197	0.237192	0.234134	0.065003	0.116508	0.239925	0.203903	0.234235	0.338792	0.145192	3.491400	0.104252	3.185425	0.409729	0.181340	0.279829	0.370500	0.112134	0.317032	0.406663	1.273913	0.482398	0.247787	0.608361	0.165328	0.079441	0.286854	1.039088	0.233815	0.410999	0.248999	0.080011	0.701281	0.456072	0.058710	0.071900
16	*	0.293862	2.444400	0.094865	0.149719	0.825770	0.329112	0.095388	0.165620	1.804516	0.406765	0.589414	0.277556	1.948662	0.301330	0.231319	0.395599	0.450271	0.255226	2.972927	0.816201	0.699668	1.060327	0.710574	0.398667	1.923245	1.256199	1.697632	0.182986	0.786293	0.256958	0.252059	1.257390	0.440163	1.161397	1.450495	0.063328	0.262728	0.220756	0.143404	0.052027	1.423734	0.263242	1.829600	0.380551	0.040937	0.151730	1.049606	1.911877	0.537559	2.065044	0.473421	0.297664	0.401905	0.242725	3.657143	0.521722	0.257549	0.115928	0.247170	0.250027	0.346590	0.712406	1.761496	2.057279	0.193127	0.358689	0.167898	0.202693	0.387723	0.037701	0.655262	0.119270	0.050451	0.051503	1.294476	0.263477	0.077133	0.086875	0.057960	0.538730	0.157435	0.044148	0.080741	0.788452	0.184215	0.200231	0.462632	0.049809	0.440585	0.038959	0.221431	0.283442	0.454908	2.738528	0.193937	0.051209	1.085966	0.089501	0.173240	0.110149	3.932651	0.069097	0.060721	0.374011	0.274718	0.120429	0.087687	0.128929	0.111817	0.159238	0.100427	0.177779	0.227530	3.236758	0.114569	2.687990	0.257035	0.310805	0.446217	0.377704	0.081511	0.203363	0.146633	3.259650	0.131451	0.247565	0.699928	0.164046	0.057638	0.404335	0.944600	0.127852	0.318849	0.180426	0.148711	0.789805	0.361846	0.082053	0.079113
17	*	0.369804	1.551530	0.121351	0.262386	0.677714	0.351284	0.094258	0.302608	0.934735	0.259099	0.273926	0.154389	2.174440	0.451524	0.197248	0.221794	0.483326	0.230989	3.637987	0.830438	0.562422	1.993912	0.464974	0.635893	1.387696	1.367561	1.087532	0.199692	0.369115	0.337904	0.245652	1.080678	0.460155	1.775105	1.470939	0.142529	0.251289	0.079298	0.253494	0.059300	0.773045	0.197078	0.353168	0.256060	0.109797	0.132486	0.983128	1.377273	1.060263	3.071400	0.454925	0.292905	0.389578	0.158811	3.380253	0.362968	0.151317	0.142512	0.254947	0.194416	0.192910	0.612324	2.187756	1.761914	0.490246	0.464879	0.123374	0.299625	0.226843	0.063287	0.689701	0.179593	0.047473	0.093837	1.460846	0.146881	0.082525	0.149111	0.176235	0.847254	0.077540	0.108304	0.089915	0.841313	0.132197	0.110843	0.202915	0.074727	0.381936	0.107889	0.123195	0.482593	0.133848	3.244834	0.482776	0.021600	1.051149	0.095924	0.123378	0.126321	4.340990	0.044624	0.050191	0.127603	0.088436	0.163862	0.129476	0.124735	0.131671	0.139802	0.253380	0.336065	0.206213	1.235871	0.095652	4.103818	0.222204	0.290109	0.236144	0.322960	0.097283	0.198870	0.179140	2.178756	0.443584	0.202242	0.681233	0.172084	0.047526	0.379885	1.037303	0.126616	0.239935	0.227867	0.160702	1.202594	0.324669	0.078493	0.091055
18	*	0.117464	2.091204	0.063008	0.259389	0.303729	0.233366	0.449697	0.230341	1.202441	0.245645	0.230655	0.273622	5.008545	0.465628	0.424834	1.840548	0.481667	0.623584	0.534472	1.190627	0.230097	1.017077	0.402563	0.535790	1.591435	0.855544	1.170356	0.260516	0.458002	0.304545	0.199591	0.661632	0.769363	1.243418	1.131836	0.476763	0.900199	0.366259	0.283363	0.064733	0.719612	0.240512	1.231881	0.280821	0.292283	0.340388	0.283491	1.733701	0.641305	1.234854	3.557550	0.444845	0.283692	0.585264	1.622747	0.486374	0.432075	0.214700	0.331167	0.324768	0.302731	0.719322	0.360273	0.861291	0.182904	1.256663	0.124343	0.327610	1.201541	0.112416	0.419945	0.193292	0.038634	0.075718	1.607094	0.189016	0.304770	0.134463	0.404706	0.550157	0.079766	0.122106	0.227944	0.765140	0.331010	0.128972	0.401702	0.086191	0.355833	0.088740	0.188212	0.524935	0.161800	0.592994	0.225998	0.107797	0.455406	0.072643	0.111534	0.149900	5.448560	0.101575	0.087891	0.323610	0.242376	0.184341	0.111538	0.045046	0.168829	0.262005	0.248689	0.380223	0.221049	2.340732	0.325411	2.757927	0.281108	0.722681	0.597725	0.448307	0.148696	0.312853	0.324303	2.766149	1.237604	0.252270	0.217441	0.366156	0.066554	0.282976	0.230057	0.183389	0.197880	0.225426	0.114551	0.920251	0.202000	0.104491	0.061920
19	*	0.328203	2.866251	0.611306	0.294650	0.371033	0.134768	0.097674	0.276634	1.549706	0.482224	0.231425	0.169913	0.977090	0.321547	0.611010	0.295893	0.212694	0.480289	2.356051	0.968199	0.345114	1.511386	0.382821	0.211042	1.401131	3.317189	1.158754	0.163562	0.484523	0.222772	0.102687	0.982615	0.310967	0.228605	0.484853	0.183266	0.263627	0.165942	0.269450	0.077068	1.543561	0.110255	0.770909	0.256312	0.241586	0.143699	0.654724	0.928107	0.922082	0.988029	0.239572	0.174417	0.672562	0.242295	5.016176	0.258479	0.199744	0.150562	0.369968	0.175479	0.185225	0.447383	0.743967	1.266344	0.290021	0.557995	0.068978	0.340318	0.867676	0.050887	0.698780	0.078792	0.070256	0.149592	1.082871	0.238382	0.210869	0.109268	0.221105	0.879992	0.122843	0.121102	0.281443	0.794603	0.371610	0.166608	0.232311	0.129140	0.284867	0.239977	0.214446	0.618083	0.172054	0.350555	0.248096	0.184221	0.818740	0.095016	0.139153	0.178769	4.179795	0.066859	1.626787	0.294931	0.148280	0.210794	0.120092	0.533729	0.417238	0.166940	0.536151	0.445519	0.270515	2.267148	0.520790	3.831606	0.386193	0.310201	0.388631	0.406527	0.117840	0.250714	0.637059	3.449699	0.704574	0.249659	0.993776	0.196752	0.193136	0.530721	0.202726	0.119024	0.136531	0.312840	0.177856	1.556340	0.373758	0.070487	0.137762
20	*	0.183152	2.165126	0.192291	0.235292	0.543294	0.236183	0.187316	0.160552	1.383826	0.438424	0.224752	0.143621	1.422503	0.269782	0.155099	0.212103	0.267432	0.360785	2.265172	0.766308	0.155621	1.337209	0.409328	0.574079	1.404129	1.662040	0.938413	0.069331	0.505505	0.182170	0.169051	0.433693	0.309360	0.343988	0.502966	0.161523	0.276671	1.041111	0.176238	0.068370	1.663311	0.126664	1.253567	0.295081	0.063882	0.155233	0.618137	1.838813	1.122571	1.537866	1.130388	0.399172	0.459904	0.254229	3.270327	0.307268	0.432262	0.124565	0.249001	0.087479	0.688167	0.531184	0.639485	1.021764	0.242291	0.282793	0.098981	0.225059	0.117531	0.128555	0.782902	0.093655	0.068476	0.239246	1.326649	0.248111	0.097790	0.188387	0.217968	0.636196	0.138292	0.077201	0.132588	0.734422	2.481736	0.055663	0.434500	0.131637	0.589519	0.116097	0.181183	0.261537	0.165660	0.416084	0.266047	0.118727	0.410179	0.142776	0.214325	0.054654	5.397738	0.044092	0.092202	0.644691	0.133143	0.156818	0.169536	0.105600	0.098641	0.211960	1.039154	0.568213	0.071241	3.944808	0.088911	2.666631	0.220577	0.489877	0.621094	0.259872	1.604483	0.117272	0.417738	3.849299	0.340141	0.171145	0.342288	0.312419	0.363298	0.711036	0.393734	0.115140	0.148336	0.137825	0.141649	1.391581	0.289229	0.099618	0.117081
21	*	0.709340	1.986389	0.144756	0.275151	1.085063	0.307444	0.244787	0.218980	1.602616	0.304294	0.215674	0.188670	1.392714	0.248667	0.295568	0.112798	0.518844	0.271783	1.437931	0.610731	0.810989	0.785394	1.022089	0.417467	3.038290	1.347867	0.872975	0.178570	0.447170	0.196253	0.410975	0.991967	0.364680	0.317258	1.414614	0.147549	0.241147	0.185576	0.181327	0.061251	0.834182	0.292890	1.002257	0.385853	0.011740	0.083948	2.396074	2.053356	0.935527	1.239317	0.443944	0.276395	0.320736	0.330392	3.619687	0.471164	0.187551	0.171427	0.266117	0.147761	0.149615	0.935929	2.986697	2.673852	0.252814	0.257208	0.270364	0.206816	0.184067	0.057127	0.543392	0.278926	0.028799	0.059070	1.211557	0.228348	0.073589	0.141781	0.132987	0.531162	0.095053	0.032162	0.136461	0.451644	0.111165	0.163782	0.182234	0.095219	0.470598	0.163835	0.063682	0.391118	0.170644	3.776367	0.286519	0.051924	0.651508	0.065385	0.050828	0.122606	4.037984	0.115886	0.069792	0.372075	0.139647	0.221186	0.101010	0.081330	0.112391	0.166676	0.149147	0.302079	0.128053	2.671083	0.125731	3.013191	0.348099	0.207350	0.251613	0.303981	0.099254	0.123108	0.302150	2.392963	0.857139	0.247864	0.699044	0.263601	0.114524	0.422616	1.524466	0.125456	0.463960	0.259484	0.161472	0.818991	0.225678	0.066295	0.105154
22	*	0.287607	2.020528	0.081488	0.412609	0.883313	0.150657	0.170369	0.740591	2.086195	0.515350	0.385965	0.365524	1.466229	0.615119	0.291305	0.557666	1.319741	0.301703	1.730429	0.940093	0.217448	0.577274	3.951375	0.368127	4.513396	0.946897	1.398100	0.165926	0.398860	0.418939	0.254112	1.096806	2.090135	0.494332	0.425033	0.195473	0.244108	0.697182	0.134721	0.070803	1.222632	0.242159	1.031215	0.164570	0.111223	0.076703	0.579648	1.039253	0.802827	1.442819	0.299598	0.600711	0.340492	0.241745	2.365717	0.255891	0.190285	0.136938	0.325110	0.579390	0.717544	0.494793	0.288673	0.947476	0.275094	0.396513	0.101321	0.295125	0.126488	0.100495	0.986980	0.337201	0.037620	0.089288	1.799666	0.196344	0.088041	0.099808	0.149977	0.666194	0.068959	0.114042	0.334869	1.278876	0.025457	0.165129	0.149485	0.080617	0.299201	0.074366	0.265336	0.784250	0.104314	0.321240	0.154220	0.063138	0.497144	0.152325	0.138852	0.353276	4.315930	0.065102	0.071171	0.670512	0.157316	0.232468	0.083170	0.252294	0.111091	0.223849	0.217911	0.220737	0.223470	2.877674	0.092506	3.335828	0.182328	0.190730	0.226070	0.600231	0.124155	0.293487	0.317416	2.554186	0.271958	0.635816	0.789022	0.235608	0.091356	0.464947	0.245489	0.135652	0.082828	0.565598	0.187534	1.268213	0.363755	0.064262	0.151116
23	*	0.767401	2.631537	0.074412	0.231527	0.833630	0.199327	0.231678	0.167338	1.755148	0.302860	0.287817	0.224975	1.226522	0.323975	0.077395	0.228068	0.286475	0.457704	1.826923	0.338001	1.241332	0.805091	0.812665	0.597362	3.371892	1.348330	0.887475	0.257468	0.422843	0.239500	0.280354	0.818350	0.595816	0.319075	2.245870	0.220210	0.134069	0.185970	0.174323	0.059494	1.128582	0.589244	0.708162	0.268184	0.146862	0.100389	2.580181	2.597557	0.628305	1.561976	0.361838	0.317273	0.351622	0.394789	2.903370	0.754393	0.181164	0.187055	0.279473	0.117586	0.299335	1.035471	3.352852	2.339399	0.296868	0.278318	0.334784	0.187959	0.374836	0.062871	0.664782	0.344201	0.036637	0.090873	0.846459	0.228230	0.115880	0.147182	0.094591	1.035852	0.059554	0.096089	0.115372	0.887658	0.084812	0.172097	0.114015	0.129754	0.594533	0.065361	0.075967	0.476053	0.082706	3.983170	0.175460	0.039623	0.422008	0.053213	0.080682	0.201786	2.033745	0.055100	0.181739	0.256838	0.123424	0.218915	0.111214	0.040956	0.117111	0.302185	0.084615	0.224688	0.048481	2.960688	0.142650	2.928755	0.318177	0.186330	0.170415	0.257582	0.118423	0.215238	0.282968	2.004186	1.037121	0.214171	0.869080	0.222760	0.107074	0.293113	1.516528	0.181190	0.275503	0.249357	0.229815	0.788202	0.288188	0.062790	0.101108
24	*	0.135072	2.671464	0.618842	0.077188	0.061091	0.080667	0.341881	0.066952	3.053362	0.643409	0.308461	0.219732	2.492617	0.187608	0.512042	0.312541	0.333892	0.294705	0.591888	0.182412	0.466764	0.322962	0.488465	0.167221	1.815485	0.519296	1.858755	0.267159	0.806222	0.263074	0.226771	1.219185	0.590147	0.102436	0.560582	0.049931	0.090737	0.271096	0.180493	0.092799	1.968862	0.144071	0.163903	0.560048	0.069672	0.071731	1.170044	1.472158	0.266577	0.507675	0.074203	0.332141	0.881061	0.470383	5.938581	0.405180	0.092470	0.057804	0.544024	0.155364	0.148386	0.545114	0.877947	0.474828	0.106315	0.249262	0.078541	0.551908	0.102319	0.102889	1.204480	0.145821	0.027978	0.067571	0.268890	0.547119	0.130229	0.053271	0.059261	1.498983	0.083533	0.153492	0.133643	1.388693	0.217493	0.186662	0.131785	0.166994	0.099959	0.171132	0.222855	0.346776	0.072123	0.423364	0.126569	0.159353	0.946113	0.032542	0.058717	0.607109	1.250900	0.156155	3.380190	0.292227	0.099664	0.463059	0.051309	0.380597	0.969929	0.672295	0.105217	0.181344	0.229518	4.265156	1.151873	3.388530	0.256448	0.193356	0.092571	0.557878	0.256540	0.189163	0.370240	0.764718	0.619154	0.172512	0.185526	0.104452	0.208892	0.165249	0.280277	0.162282	0.176107	0.417349	0.308913	0.413848	0.748390	0.036413	0.073033
25	*	0.222956	2.538107	0.076043	0.138488	0.594287	2.102697	0.104068	0.256616	1.477143	0.201434	0.212454	0.070468	1.211676	0.047846	0.384831	0.498205	0.291848	0.130539	2.368161	0.517646	0.536358	1.130865	0.652073	0.900792	1.863320	1.294675	0.985280	0.227991	0.464482	0.101949	0.507539	0.459760	1.080090	0.663341	1.020596	0.099637	0.375113	0.406378	0.239383	0.037430	0.976784	0.940727	1.143586	0.232665	0.047509	0.113585	0.412972	2.059282	1.110838	5.006939	0.561600	0.197705	0.252124	0.263572	1.727833	1.161561	0.234960	0.539771	0.438464	0.173714	1.298414	0.647358	0.729968	1.223254	0.245434	0.209296	0.756507	0.375073	0.190756	0.011230	0.775867	0.066128	0.034737	0.058253	1.233703	0.142241	0.113709	0.066207	0.089316	1.004108	0.038833	0.078143	0.110272	0.863880	0.160393	0.056207	0.287052	0.068602	0.289387	0.142312	0.170443	0.272331	0.102914	1.610629	0.094896	0.107275	0.420871	0.056263	0.069515	0.050818	3.648863	0.080481	0.059349	0.236437	0.199802	0.095626	0.058468	0.083031	0.174119	0.210605	0.147340	0.162063	0.100098	4.835896	0.072566	1.498616	0.306215	0.109396	0.184678	0.332333	0.093898	0.203061	0.179614	3.343077	0.284717	0.370166	0.369249	0.159661	0.041790	0.365029	0.877455	0.134563	0.110629	0.719595	0.183071	0.819714	0.396664	0.070418	0.073541
26	*	0.350401	1.936413	0.055996	0.153230	0.741887	0.356946	0.229525	0.246355	1.545098	0.330337	0.400380	0.127481	2.526602	0.123840	0.251162	0.646626	0.138822	0.315073	2.923202	0.498164	0.580864	1.149315	0.471127	0.483099	0.879505	1.611245	1.501903	0.218377	0.565489	0.196233	0.376906	0.702542	0.860671	1.722917	1.386514	0.163192	0.299685	0.207155	0.166531	0.053337	0.821016	0.289792	0.768144	0.362355	0.109218	0.167430	0.770573	2.250443	0.964187	2.366342	0.676411	0.193810	0.378285	0.261940	3.170107	0.592339	0.252492	0.172339	0.519071	0.117591	0.437185	0.385983	1.147526	1.284387	0.258605	0.410222	0.150215	0.516733	0.142122	0.085654	0.819778	0.151683	0.038310	0.069252	0.715839	0.149617	0.083823	0.098254	0.146707	0.625773	0.058444	0.134576	0.090753	1.023331	0.174028	0.148487	0.291094	0.056686	0.647959	0.085977	0.184655	0.227629	0.138385	2.623048	0.213879	0.204614	0.476797	0.078843	0.069088	0.074300	2.798470	0.092916	0.029890	0.390711	0.117430	0.130521	0.152922	0.094019	0.173462	0.127314	0.197803	0.371477	0.103121	5.738172	0.181330	2.430965	0.352086	0.359907	0.327778	0.317887	0.182947	0.304106	0.158225	3.208242	0.432797	0.215246	0.488979	0.150812	0.068914	0.274235	1.271450	0.223097	0.153639	0.210228	0.170921	0.979471	0.435780	0.067806	0.084987
27	*	0.106163	7.225130	0.056624	0.253827	0.239926	0.911126	0.470069	0.169586	0.544931	0.279318	0.172951	0.097839	1.009094	0.119057	0.152154	0.323615	0.113842	1.649875	1.038229	0.312087	0.296770	0.343507	0.165168	0.420965	1.574417	2.200761	0.803896	0.119618	0.544805	0.071123	0.189521	0.361375	0.415987	0.102424	1.454543	0.170246	0.240853	0.144666	0.120813	0.046738	0.967887	2.152151	0.233346	0.167864	0.035428	0.057855	0.216353	3.635543	0.786787	0.884023	0.380235	0.444506	0.218271	0.246773	1.791216	0.289516	0.352666	0.422441	0.257127	0.118142	1.079791	0.341035	0.252544	0.427021	0.077646	0.123155	0.362625	0.258639	0.062888	0.083656	0.228561	0.145273	0.013340	0.034302	0.327420	0.135739	0.042937	0.030521	0.161499	0.489950	0.063521	0.078545	0.086573	0.307648	0.099431	0.102868	4.976307	0.237608	0.201942	0.206047	0.104085	0.215239	0.038183	1.233195	0.068692	0.093647	0.278731	0.032956	0.042029	0.070271	1.864722	0.140669	0.029637	0.192405	0.138849	0.163080	0.028146	0.055677	0.032645	0.096609	0.097746	0.145249	0.082188	2.689841	0.143587	1.073702	0.102744	0.111110	0.215347	0.220943	0.225322	0.215310	0.193473	1.416960	0.243159	0.355506	0.313583	0.114284	0.062240	0.160998	0.759215	0.136744	0.087584	0.089185	0.090191	0.357615	0.204360	0.030559	0.062356
28	*	0.254599	3.315676	0.094266	0.121864	0.582188	0.229851	0.211761	0.143658	1.778885	0.538123	0.498792	0.180706	2.208881	0.151993	0.242842	0.387862	0.197092	0.358431	3.002587	0.718267	0.627221	1.245472	0.372749	0.513025	1.234828	1.273974	1.225723	0.278846	0.816193	0.106352	0.397950	0.604619	0.529743	0.800974	0.727933	0.120334	0.359898	0.234985	0.109214	0.052888	1.342993	0.209991	0.768158	0.213236	0.063662	0.147327	0.709698	1.587373	2.104920	1.904200	0.423958	0.223471	0.591390	0.308681	2.583044	0.382340	0.171895	0.114386	0.647674	0.062333	0.242046	0.177232	0.898230	1.189061	0.183998	0.336659	0.153936	0.882244	0.041136	0.096090	0.543673	0.132193	0.037331	0.047087	0.926976	0.465595	0.066995	0.079333	0.136085	0.418617	0.120443	0.081118	0.097889	0.907497	0.158429	0.150908	0.323461	0.063039	0.569556	0.099104	0.136419	0.217919	0.142483	1.594886	0.196669	0.078728	0.702705	0.111772	0.093170	0.392890	5.380728	0.118416	0.176475	0.470609	0.162518	0.187442	0.076921	0.110836	0.182255	0.035788	0.226079	0.463241	0.119326	4.093338	0.100690	1.393863	0.235545	0.383072	0.490066	0.229756	0.047699	0.342644	0.303152	4.067091	0.336884	0.062663	0.457458	0.147124	0.088951	0.283301	0.889297	0.158635	0.160689	0.287939	0.161220	0.820721	0.413698	0.043843	0.252430
29	*	0.461348	3.100586	0.086973	0.066945	0.689630	0.305135	0.185296	0.118749	1.134058	0.179244	0.308175	0.109973	0.502980	0.068496	0.119122	0.166902	0.221054	0.191104	4.429529	0.606459	1.439614	1.085371	0.449356	0.535026	0.989276	1.130151	0.890521	0.242835	0.477883	0.194541	0.490016	0.793151	0.435768	0.038943	1.105623	0.019906	0.527085	0.199744	0.150909	0.038313	0.681849	0.214307	0.425802	0.368811	0.022096	0.166034	0.791678	2.427610	0.314376	3.062743	0.433555	0.186003	0.344339	0.402894	4.144749	0.625710	0.134707	0.120838	0.297739	0.079553	0.599049	0.422976	1.495786	1.795724	0.175219	0.201679	0.248245	0.250068	0.084028	0.042663	0.379459	0.452114	0.040067	0.000000	0.971126	0.320078	0.088598	0.074109	0.059934	0.690023	0.097035	0.037213	0.143430	0.432482	0.045692	0.046691	0.495916	0.076799	0.283686	0.107070	0.122896	0.080473	0.123749	2.669061	0.145698	0.138798	0.606975	0.011564	0.052817	0.104235	3.591620	0.045364	0.091420	0.286823	0.037502	0.127160	0.076024	0.084314	0.135845	0.135788	0.165980	0.181440	0.118143	4.094869	0.080756	1.460371	0.343192	0.510187	0.386074	0.269684	0.132827	0.113250	0.260852	3.159546	0.422802	0.225641	0.383914	0.128985	0.038331	0.194637	1.162320	0.169450	0.171816	0.128641	0.116829	0.789017	0.691246	0.073997	0.081283
